Este(m);Norte(m);Cota(m);Al(%);Fe(%);Campana
6850.16;1356.06;1314.11;1.35;61.69;CNEW
6850.13;1360.6;1306.25;0.92;51.48;CNEW
6850.13;1365.71;1297.65;0.36;48.78;CNEW
6850.06;1370.81;1289.05;0.36;43.26;CNEW
6849.97;1375.96;1280.48;0.41;42.3;CNEW
6849.89;1381.11;1271.91;0.46;40.51;CNEW
6849.85;1386.26;1263.34;0.6;43.52;CNEW
6849.78;1390.28;1256.65;0.63;44.69;CNEW
6849.19;1412.13;1218.96;0.77;46.87;CNEW
6849.04;1419.15;1207.26;0.32;63.87;CNEW
6848.5;1443.44;1166.93;0.21;65.94;CHIST
6848.41;1446.06;1162.56;0.21;65.94;CHIST
6847.94;1459.54;1140.56;0.37;62.62;CHIST
6847.85;1462.24;1136.24;0.37;62.62;CHIST
6847.71;1466;1130.22;0.5;66.91;CHIST
6847.1;1485.95;1098.65;0.16;44.49;CHIST
6846.93;1491.01;1090.85;0.11;48.12;CHIST
6846.75;1496.07;1083.05;0.15;68.17;CHIST
6846.63;1499.6;1077.62;0.12;67.46;CHIST
6846.53;1502.44;1073.24;0.29;51.44;CHIST
6846.36;1507.16;1065.87;0.5;41.19;CHIST
6846.17;1512.6;1057.49;0.36;37.53;CHIST
6846.03;1516.69;1051.2;0.32;36.9;CHIST
6599.95;1277.89;1318.92;0.43;50.64;CNEW
6599.95;1280.47;1314.46;0.43;50.64;CNEW
6599.91;1283.04;1310;0.52;44.99;CNEW
6599.88;1286.08;1304.79;0.52;44.99;CNEW
6599.83;1289.19;1299.63;0.28;43.43;CNEW
6599.76;1293.31;1292.77;0.1;43.24;CNEW
6599.68;1297.43;1285.92;0.1;41.87;CNEW
6599.6;1302.25;1277.88;0.12;40.64;CNEW
6599.58;1306.45;1269.85;0.28;37.54;CNEW
6599.58;1309.21;1261.37;1.55;35.2;CNEW
6599.66;1314.59;1252.94;1.33;37.1;CNEW
6599.75;1320.04;1244.55;0.44;38.91;CNEW
6599.85;1325.55;1236.21;0.74;38.01;CNEW
6599.94;1331.14;1227.92;0.4;37.79;CNEW
6600.04;1336.87;1219.73;0.13;35.46;CNEW
6600.15;1342.6;1211.53;0.21;38.03;CNEW
6600.22;1348.27;1203.44;0.39;46.81;CNEW
6600.22;1353.93;1195.36;0.1;45.24;CNEW
6600.17;1358.28;1189.15;0.1;46.43;CNEW
6599.91;1367.81;1175.53;0.18;37.11;CNEW
6599.63;1373.54;1167.34;0.72;46.38;CNEW
6599.31;1379.26;1159.15;0.31;47.54;CNEW
6598.84;1384.98;1150.96;0.18;50.93;CNEW
6598.34;1390.69;1142.77;0.12;54.95;CNEW
6597.79;1396.4;1134.57;0.12;39.17;CNEW
6597.47;1399.44;1130.21;0.12;39.17;CNEW
6597.19;1402.12;1126.36;0.22;44.11;CNEW
6596.61;1407.47;1118.68;0.22;68.61;CHIST
6596.19;1410.91;1113.73;0.33;68.32;CHIST
6595.87;1413.36;1110.2;0.66;44.85;CHIST
6595.21;1418.02;1103.43;0.52;68.28;CHIST
6594.78;1421.04;1098.91;0.52;68.28;CHIST
6594.3;1424.05;1094.39;0.1;47.21;CHIST
6593.82;1427.08;1089.84;0.1;47.21;CHIST
6593.35;1430.03;1085.42;0.1;38.81;CHIST
6750.49;1387.1;1295.35;0.45;47.67;CNEW
6750.51;1391.12;1284.3;0.28;43.45;CNEW
6750.56;1394.08;1276.55;2.47;43.76;CNEW
6750.76;1399.92;1261.34;0.47;56.29;CNEW
6751;1406.76;1243.5;0.92;43.34;CNEW
6751.21;1412.85;1227.63;0.27;42.7;CNEW
6751.34;1416.5;1218.32;0.47;45.24;CNEW
6751.45;1418.46;1213.46;0.47;45.24;CHIST
6751.55;1420.43;1208.59;0.31;41.4;CHIST
6751.72;1423.65;1200.61;0.43;44.62;CHIST
6751.95;1427.97;1189.91;0.4;42.23;CHIST
6752.14;1431.71;1180.63;0.34;42.32;CHIST
6752.28;1434.42;1173.91;0.31;44.54;CHIST
6752.46;1438.41;1164.04;0.46;56.92;CHIST
6752.58;1441.9;1155.39;0.65;41.78;CHIST
6752.7;1445.54;1146.81;0.86;41.27;CHIST
6752.84;1449.34;1137.86;0.66;50.68;CHIST
6752.97;1453.13;1128.91;0.29;64.91;CHIST
6753.11;1457.04;1119.7;0.23;66.29;CHIST
6753.2;1459.62;1113.62;0.18;67.03;CHIST
6753.29;1462.12;1107.73;0.11;45.85;CHIST
6753.45;1465.2;1100.46;0.12;37.68;CHIST
6753.58;1467.67;1094.64;0.18;34.85;CHIST
6753.94;1474.58;1078.32;0.14;30.58;CHIST
6754.06;1477.22;1072.11;0.14;30.58;CHIST
6754.15;1479.85;1065.9;0.25;31.63;CHIST
6754.24;1482.4;1059.89;0.25;31.63;CHIST
6754.33;1484.95;1053.88;0.38;31.57;CHIST
6754.44;1488.85;1044.68;0.64;32.53;CHIST
6754.5;1492.26;1036.65;0.21;34.72;CHIST
6800.09;1400.89;1295;0.17;41.38;CNEW
6800.18;1405.18;1287.84;0.38;39.63;CNEW
6800.87;1422.29;1260.43;0.51;44.48;CHIST
6801.05;1425.84;1254.96;0.4;64.61;CHIST
6802.7;1457.27;1207.07;0.41;65.85;CHIST
6802.85;1460.29;1202.42;0.72;62;CHIST
6803.12;1467.97;1190.57;0.11;52.36;CHIST
6803.35;1473.4;1182.21;0.14;50.57;CHIST
6803.49;1476.16;1177.95;0.16;46.94;CHIST
6803.64;1478.92;1173.69;0.3;67.63;CHIST
6803.92;1484.36;1165.31;0.27;67.46;CHIST
6804.11;1488.01;1159.81;0.36;67.59;CHIST
6804.31;1491.7;1154.34;0.57;61.21;CHIST
6804.49;1495.16;1149.2;0.57;61.21;CHIST
6804.65;1498.31;1144.52;0.63;40.32;CHIST
6804.93;1503.59;1136.68;0.19;37.88;CHIST
6805.22;1509.18;1128.39;0.31;47.71;CHIST
6805.37;1512.6;1123.31;0.33;49.51;CHIST
6805.52;1516.02;1118.24;0.63;47.88;CHIST
6805.81;1521.6;1109.95;0.8;31.16;CHIST
6806.11;1527.19;1101.65;0.67;27.35;CHIST
6806.3;1530.96;1096.06;0.59;25.56;CHIST
6806.5;1534.73;1090.46;0.36;27.11;CHIST
6806.78;1540.07;1082.52;0.25;25.69;CHIST
6906.76;1426.44;1331.05;3.33;52.42;CNEW
6906.82;1432.42;1314.63;0.63;60.78;CHIST
6906.85;1434.52;1308.87;0.63;60.78;CHIST
6906.9;1436.52;1303.37;0.36;65.16;CHIST
6907.04;1439.78;1294.4;0.32;57.49;CHIST
6908.11;1474.9;1205.1;0.31;63.5;CHIST
6908.12;1480.67;1191.31;0.72;47.85;CHIST
6908.12;1482.76;1186.38;0.72;47.85;CHIST
6908.12;1484.85;1181.46;0.17;65.16;CHIST
6908.17;1488.79;1172.26;0.14;68.39;CHIST
6908.25;1492.85;1163.13;0.21;68.84;CHIST
6908.29;1496.92;1153.99;0.19;68.76;CHIST
6908.37;1501.06;1144.89;0.21;68.82;CHIST
6908.38;1505.29;1135.83;0.39;68.51;CHIST
6908.33;1509.22;1127.51;0.66;67.65;CHIST
6908.27;1512.99;1119.78;0.99;65.06;CHIST
6908.21;1516.56;1112.46;0.38;61.53;CHIST
6908.11;1520.39;1104.59;0.22;40.22;CHIST
6907.95;1524.77;1095.6;0.26;33.74;CHIST
6907.86;1527.29;1090.43;0.26;33.4;CHIST
6907.78;1529.8;1085.29;0.39;32.4;CHIST
6907.64;1533.74;1077.2;0.39;29.66;CHIST
6950.11;1476.44;1348.28;0.62;55.38;CHIST
6950.11;1480.71;1340.88;0.65;61.82;CHIST
6950.11;1480.71;1340.88;0.65;61.82;CHIST
6950.11;1484.99;1333.47;1.15;62.78;CHIST
6950.11;1487.75;1328.69;1.15;62.78;CHIST
6950.11;1503.94;1300.65;0.57;68.55;CHIST
6950.11;1508.94;1291.99;0.25;68.95;CHIST
6950.11;1513.94;1283.33;0.15;69.13;CHIST
6950.11;1518.94;1274.67;0.17;69.28;CHIST
6950.11;1522.53;1268.46;0.19;69.31;CHIST
6950.11;1526.11;1262.24;0.46;47.51;CHIST
6950.11;1531.11;1253.58;0.45;47.42;CHIST
6950.11;1536.11;1244.92;0.36;46.32;CHIST
6950.11;1541.11;1236.26;0.29;35.98;CHIST
6950.11;1546.11;1227.6;0.69;35.07;CHIST
6950.11;1550.03;1220.82;0.51;32.28;CHIST
6950.11;1553.94;1214.05;0.35;32.03;CHIST
6950.11;1556.5;1209.61;0.35;32.03;CHIST
6950.11;1559.06;1205.17;0.49;29.6;CHIST
6950.11;1562.03;1200.04;0.49;29.6;CHIST
6950.11;1564.99;1194.91;0.25;28.26;CHIST
6950.11;1569.99;1186.25;0.23;28.19;CHIST
6950.11;1574.99;1177.59;0.23;30.91;CHIST
6950.11;1579.99;1168.93;0.33;30.99;CHIST
6950.11;1584.99;1160.27;0.25;29.46;CHIST
6950.11;1589.99;1151.61;0.42;30.38;CHIST
6950.11;1594.99;1142.95;0.44;30.1;CHIST
6950.11;1599.99;1134.29;0.32;28.34;CHIST
6950.11;1604.99;1125.63;0.28;29.02;CHIST
6950.11;1609.99;1116.97;0.27;28.13;CHIST
6950.11;1613.01;1111.73;0.29;27.36;CHIST
7100.02;1294.35;1359.07;0.49;48.98;CNEW
7100.02;1289.7;1351.02;1.42;54.28;CNEW
7100.02;1287.14;1346.58;1.42;54.28;CNEW
7100.02;1284.58;1342.14;2.34;60.8;CNEW
7100.02;1271.78;1319.97;1.24;48.87;CNEW
7100.02;1266.78;1311.31;0.61;45.11;CNEW
7100.02;1261.78;1302.65;2.08;44.6;CNEW
7100.02;1259.01;1297.86;2.1;44.59;CNEW
7100.02;1256.51;1293.53;0.46;40.85;CNEW
7100.02;1247.16;1277.34;0.43;49.27;CNEW
7100.02;1235.45;1257.05;1.19;35.03;CNEW
7100.02;1232.79;1252.44;1.19;35.03;CNEW
7100.02;1230.13;1247.83;0.88;41.73;CNEW
7100.02;1221.45;1232.8;1.09;38.76;CNEW
7100.02;1216.45;1224.14;0.99;36.88;CNEW
7100.02;1211.45;1215.48;1.37;35.26;CNEW
7100.02;1206.45;1206.82;1.23;33.7;CNEW
7100.02;1202.69;1200.31;0.98;32.94;CNEW
7100.02;1194.03;1185.3;0.75;43.02;CNEW
7100.02;1189.03;1176.64;0.72;42.2;CNEW
7100.02;1184.03;1167.98;0.64;37.93;CNEW
7100.02;1179.03;1159.32;0.9;39.03;CNEW
7100.02;1174.03;1150.66;1.22;37.9;CNEW
7100.02;1169.03;1142;1.24;33.53;CNEW
7100.02;1165.31;1135.57;1.21;31.53;CNEW
6749.67;1238.68;1320.57;1.75;41.82;CNEW
6749.57;1235.88;1315.92;1.75;41.82;CNEW
6749.47;1233.09;1311.27;0.17;40.22;CNEW
6749.32;1230.24;1306.6;0.17;40.22;CNEW
6749.17;1227.34;1301.96;0.82;45.81;CNEW
6748.86;1222.83;1294.97;0.74;45.18;CNEW
6747.88;1211.57;1278.38;2.16;36.96;CNEW
6747.56;1208.46;1273.91;2.16;36.96;CNEW
6746.53;1199.32;1261.07;0.74;35.06;CNEW
6745.81;1193.46;1253;0.75;35.05;CNEW
6745.17;1188.83;1246.79;0.76;35.04;CNEW
6744.52;1184.19;1240.58;2.97;32.7;CNEW
6743.96;1180.24;1235.29;2.97;32.7;CNEW
6741.24;1161.43;1210.27;1.02;28.18;CNEW
6740.39;1156.53;1203.91;1.02;28.18;CNEW
6739.1;1149.2;1194.4;1.25;29.02;CNEW
6738.01;1143;1186.63;1.3;26.7;CNEW
6736.91;1136.8;1178.86;1.26;27.33;CNEW
6735.94;1131.26;1171.9;1.2;28.67;CNEW
6734.33;1122.44;1160.83;1.54;29.02;CNEW
6733.13;1116.26;1153.05;1.33;27.52;CNEW
6731.93;1110.08;1145.28;1.21;28.02;CNEW
6731.05;1105.56;1139.59;1.16;28.51;CNEW
6729.75;1098.87;1131.18;1.77;26.66;CNEW
6728.55;1092.69;1123.41;1.84;26.07;CNEW
6727.73;1088.49;1118.28;1.85;25.95;CNEW
6724.07;1071.08;1097.48;0.97;14.89;CNEW
6723.31;1067.52;1093.29;0.97;14.89;CNEW
6556.72;1331.35;1199.81;0.23;38.14;CNEW
6557.46;1334.86;1190.48;0.23;36.74;CNEW
6558.04;1337.72;1183.19;0.29;36.71;CNEW
6558.63;1340.6;1175.91;0.12;36.75;CNEW
6559.41;1344.26;1166.64;0.25;34.97;CNEW
6560.15;1347.55;1158.29;0.14;35.72;CNEW
6560.93;1350.83;1149.95;0.27;39.21;CNEW
6561.48;1353.13;1144.08;0.27;39.21;CNEW
6562.05;1355.44;1138.22;0.1;42.87;CNEW
6562.99;1359.19;1129;0.1;42.68;CNEW
6563.94;1362.98;1119.79;0.39;37.44;CNEW
6564.43;1364.96;1114.98;0.39;37.44;CNEW
6564.92;1366.94;1110.18;0.93;42.52;CNEW
6565.6;1369.66;1103.57;0.93;42.52;CNEW
7449.29;1235.37;1397.82;12.02;48.6;CNEW
7449.29;1213.2;1359.41;3.04;60.96;CNEW
7449.29;1208.2;1350.75;3.83;49.59;CNEW
7449.29;1203.2;1342.09;3.23;43.39;CNEW
7449.29;1200.22;1336.94;2.96;41.18;CNEW
7449.29;1197.45;1332.13;1.77;28.48;CNEW
7449.29;1192.65;1323.82;1.98;23.14;CNEW
7449.29;1187.65;1315.16;1.78;26.6;CNEW
7449.29;1182.65;1306.5;2.1;27.06;CNEW
7449.29;1177.65;1297.84;1.85;19.68;CNEW
7449.29;1172.65;1289.18;2.27;21.38;CNEW
7449.29;1167.65;1280.52;2.97;29.57;CNEW
7449.29;1162.65;1271.86;2.5;30.34;CNEW
7449.29;1157.65;1263.2;2;30.7;CNEW
7449.29;1152.65;1254.54;1.98;13.18;CNEW
7449.29;1147.65;1245.88;1.78;15.99;CNEW
7449.29;1143.93;1239.45;1.72;16.85;CNEW
6770.47;1605.21;1330.8;2.7;20.06;CHIST
6770.47;1605.21;1321.92;1.26;38.24;CHIST
6770.47;1605.21;1315.1;1.48;36.61;CHIST
6999.9;1339.87;1390.89;0.71;67.38;CNEW
6999.9;1336.36;1384.81;1.25;67.14;CNEW
6999.9;1332.62;1378.33;0.72;65.88;CNEW
6999.9;1329.74;1373.35;0.72;65.88;CNEW
6999.9;1326.88;1368.39;0.72;54.91;CNEW
6999.9;1322.53;1360.86;0.7;50.83;CNEW
6999.9;1318.17;1353.3;0.72;56.06;CNEW
6999.9;1315.07;1347.94;0.72;56.06;CNEW
6999.9;1311.97;1342.57;0.42;39.04;CNEW
6999.9;1307.3;1334.47;0.97;41.81;CNEW
6999.9;1302.62;1326.37;4.21;41.62;CNEW
6999.9;1297.62;1317.71;5.48;48.9;CNEW
6999.9;1293.81;1311.11;5.63;49.75;CNEW
6800.02;1333.57;1356.4;1.75;65.76;CNEW
6800.02;1329.47;1349.3;2.71;64.9;CNEW
6800.02;1326.45;1344.06;2.71;64.9;CNEW
6800.02;1323.42;1338.82;2.23;65.42;CNEW
6800.02;1318.87;1330.94;2.13;64.93;CNEW
6800.02;1314.32;1323.06;0.81;49.45;CNEW
6800.02;1311.76;1318.62;0.81;49.45;CNEW
6800.02;1309.31;1314.38;1.64;58.73;CNEW
6800.02;1304.8;1306.56;0.23;38.52;CNEW
6800.02;1300.17;1298.55;1.09;41.9;CNEW
6800.02;1295.17;1289.89;1.67;37.7;CNEW
6800.02;1290.7;1282.14;0.5;38.69;CNEW
6599.82;1335.38;1380.05;1.14;51.3;CNEW
6599.82;1329.65;1371.86;1.5;51.4;CNEW
6599.82;1324.5;1364.51;1.64;51.44;CNEW
6599.82;1319.34;1357.14;1.11;56.25;CNEW
6599.82;1315.77;1352.05;1.11;56.25;CNEW
6599.82;1312.21;1346.96;1.05;49.41;CNEW
6599.82;1306.47;1338.77;0.75;42.6;CNEW
6599.82;1300.74;1330.58;0.55;44.42;CNEW
6599.82;1295;1322.39;0.34;44.32;CNEW
6599.82;1289.67;1314.77;0.16;39.85;CNEW
6599.82;1284.33;1307.15;0.36;42.77;CNEW
6599.82;1279.57;1300.35;0.13;40.4;CNEW
7199.9;1389.94;1430.21;1.22;63.13;CNEW
7199.9;1386.67;1425.54;0.59;66.92;CNEW
7199.9;1382.32;1419.31;0.57;66.11;CNEW
7199.9;1378.86;1414.38;0.65;60.8;CNEW
7199.9;1374.39;1407.99;1.83;59.8;CNEW
7199.9;1369.91;1401.6;0.48;47.62;CNEW
7199.9;1364.18;1393.41;0.75;44;CNEW
7199.9;1358.44;1385.22;0.57;49.72;CNEW
7199.9;1355.33;1380.77;0.53;50.98;CNEW
7199.9;1352.22;1376.33;0.54;54.91;CNEW
7199.9;1346.48;1368.14;0.92;58.85;CNEW
7199.9;1340.75;1359.94;1.16;56.91;CNEW
7199.9;1336.17;1353.41;1.27;55.45;CNEW
7199.9;1331.6;1346.88;1.52;49.1;CNEW
7199.9;1328;1341.74;1.52;49.1;CNEW
7199.9;1324.4;1336.6;3.23;47.33;CNEW
7199.9;1320.78;1331.44;3.23;47.33;CNEW
7199.9;1317.17;1326.28;1.81;47.22;CNEW
7199.9;1314.1;1321.9;1.81;47.22;CNEW
7199.9;1311.15;1317.68;3.45;44.76;CNEW
7199.9;1305.61;1309.77;0.45;53.04;CNEW
7199.9;1300.21;1302.05;0.42;46.19;CNEW
6899.38;1552.59;1401.94;0.55;66.57;CHIST
6899.38;1556.4;1396.5;0.62;67.59;CHIST
6899.38;1562.02;1388.47;0.76;67.39;CHIST
6899.38;1566.63;1381.9;0.42;68.01;CHIST
6899.38;1571.52;1374.91;0.49;68.53;CHIST
6899.38;1574.64;1370.45;0.49;68.53;CHIST
6899.38;1579.55;1363.44;0.4;68.69;CHIST
6899.38;1583.02;1358.49;0.4;68.69;CHIST
6899.38;1586.49;1353.53;0.87;67.56;CHIST
6899.38;1590.76;1347.43;1.32;66.51;CHIST
6899.38;1594.95;1341.45;2.42;61.58;CHIST
6899.38;1600.57;1333.42;1.4;59.79;CHIST
6899.38;1606.27;1325.27;0.89;42.41;CHIST
6899.38;1611.12;1318.35;0.82;37.04;CHIST
6599.9;1353.02;1380.19;0.79;53.59;CNEW
6599.9;1356.26;1375.57;0.79;53.59;CNEW
6599.9;1359.5;1370.94;2.96;50.16;CNEW
6599.9;1362.42;1366.76;2.96;-99;CNEW
6599.9;1365.35;1362.58;1.16;52.78;CNEW
6599.9;1371.09;1354.39;1.33;54.07;CNEW
6599.9;1375.96;1347.43;1.46;55.02;CNEW
6599.9;1380.84;1340.47;1.63;47.89;CNEW
6599.9;1386.57;1332.27;0.77;49.44;CNEW
6599.9;1389.66;1327.87;0.73;49.52;CNEW
6599.9;1392.74;1323.47;0.34;47.19;CNEW
6599.9;1397.23;1317.06;0.34;47.19;CNEW
6599.9;1401.71;1310.65;0.51;48.36;CNEW
6599.9;1406.82;1303.36;0.7;51.51;CHIST
6599.9;1411.44;1296.76;0.4;59;CHIST
6599.9;1416.68;1289.27;0.45;66.96;CHIST
6599.9;1422.42;1281.08;0.93;67.26;CHIST
6599.9;1427.7;1273.54;0.47;67.68;CHIST
6599.9;1432.97;1266;0.39;68.66;CHIST
6599.9;1436.87;1260.43;0.41;68.52;CHIST
6599.9;1440.78;1254.86;0.3;68.47;CHIST
6599.9;1446.51;1246.67;0.31;67.94;CHIST
6599.9;1452.16;1238.6;0.3;68.37;CHIST
6599.9;1457.72;1230.66;0.54;65.9;CHIST
6599.9;1463.37;1222.59;0.44;59.24;CHIST
6599.9;1466.76;1217.76;0.44;59.24;CHIST
6602.07;1453.69;1400.64;0.86;68.65;CHIST
6602.07;1459.8;1391.92;1.54;66.86;CHIST
6602.07;1462.95;1387.41;1.54;66.86;CHIST
6602.07;1466.1;1382.91;2.98;65.11;CHIST
6602.07;1469.22;1378.46;2.98;65.11;CHIST
6602.07;1471.38;1375.37;1.04;66.85;CHIST
6602.07;1475.3;1369.78;1.61;65.65;CHIST
6602.07;1480.14;1362.86;2.28;65.52;CHIST
6602.07;1485.86;1354.69;1.15;67.33;CHIST
6602.07;1491.6;1346.49;0.5;68.6;CHIST
6602.07;1497.34;1338.3;0.34;68.98;CHIST
6602.07;1502.14;1331.44;0.46;68.6;CHIST
6602.07;1506.94;1324.58;1.11;42.84;CHIST
6602.07;1512.68;1316.39;0.91;39.55;CHIST
6602.07;1516.84;1310.45;0.8;38.18;CHIST
7300.02;1401.61;1437.64;0.97;66.88;CNEW
7300.02;1398.63;1433.38;0.97;66.88;CNEW
7300.02;1395.88;1429.45;2.07;62.24;CNEW
7300.02;1391.12;1422.65;0.65;48.08;CNEW
7300.01;1386.11;1415.52;1.55;53.85;CNEW
7300.02;1386.13;1415.53;1.56;53.89;CNEW
7300.02;1380.39;1407.34;1.26;57.88;CNEW
7300.02;1377.41;1403.08;1.25;57.96;CNEW
7300.02;1375.8;1400.78;1.25;65.81;CNEW
7300.02;1372.3;1395.79;3.62;59.74;CNEW
7300.02;1367.43;1388.82;2.11;57.69;CNEW
7300.02;1363.74;1383.56;3.52;52.02;CNEW
7300.02;1360.89;1379.48;0.85;64.62;CNEW
7300.02;1357.63;1374.84;0.17;69.3;CNEW
7300.02;1353.55;1369;0.82;54.05;CNEW
7300.02;1347.81;1360.81;0.63;57.7;CNEW
7300.02;1342.3;1352.94;1.43;57.56;CNEW
7300.02;1336.8;1345.08;0.75;44.19;CNEW
7300.02;1333.64;1340.57;0.75;44.19;CNEW
7000;1521.42;1420.63;0.82;66.58;CHIST
7000;1525.15;1415.31;0.23;-0.02;CHIST
7000;1530.31;1407.94;0.64;81.78;CHIST
7000;1535.88;1399.99;1.25;54.08;CHIST
7000;1540.72;1393.07;0.47;47.97;CHIST
7000;1545.14;1386.76;1.51;63.03;CHIST
7000;1550.27;1379.43;1.28;59.14;CHIST
7000;1556.01;1371.24;0.68;58.84;CHIST
7000;1561.69;1363.13;1.3;60.7;CHIST
7000;1567.17;1355.3;3.83;60.72;CHIST
7000;1572.21;1348.1;1.16;66.2;CHIST
7000;1577.42;1340.66;2.59;57.67;CHIST
7000;1583.11;1332.53;2.17;61.24;CHIST
7000;1588.85;1324.34;1.83;55.31;CHIST
7000;1592.03;1319.79;1.83;55.31;CHIST
7000;1595.21;1315.25;1.45;45.34;CHIST
7000;1598.13;1311.09;1.45;45.34;CHIST
6899.94;1422.02;1392.91;2.08;65.25;CNEW
6899.94;1433.66;1376.28;3.1;65.56;CHIST
6899.94;1437.71;1370.51;1.5;67.17;CHIST
6899.94;1442.48;1363.69;1.42;66.64;CHIST
6899.94;1446.6;1357.81;1.84;64.87;CHIST
6899.94;1455.23;1345.48;0.82;56.2;CHIST
6899.94;1458.27;1341.14;0.82;56.2;CHIST
6899.94;1461.31;1336.8;0.65;62.12;CHIST
6899.94;1466.6;1329.24;0.41;67.49;CHIST
6899.94;1471.89;1321.69;0.62;36.05;CHIST
6899.94;1477.63;1313.5;0.56;40.15;CHIST
6899.94;1482.81;1306.1;0.52;43.44;CHIST
6899.94;1486.76;1300.45;0.25;65.6;CHIST
6899.94;1491.28;1294;0.21;46.42;CHIST
6899.94;1494.99;1288.7;0.21;46.42;CHIST
6899.94;1498.71;1283.39;0.21;64.24;CHIST
6899.94;1504.44;1275.2;0.26;68.5;CHIST
6899.94;1507.91;1270.24;0.38;68.25;CHIST
6899.94;1510.95;1265.9;0.88;57.6;CHIST
6899.94;1516.26;1258.33;0.57;43.16;CHIST
6899.94;1520.23;1252.65;0.79;39.55;CHIST
7000;1581.05;1420.75;2.08;61.79;CHIST
7000;1584.96;1415.15;1.84;66.11;CHIST
7000;1590.7;1406.96;1.93;66.4;CHIST
7000;1596.43;1398.77;0.36;66.08;CHIST
7000;1602.17;1390.58;0.14;64.94;CHIST
7000;1605.67;1385.58;0.13;64.88;CHIST
7000;1608.54;1381.49;3.84;62.05;CHIST
7000;1613.21;1374.81;1.63;57.39;CHIST
7000;1618.52;1367.23;2.45;60.77;CHIST
7000;1623.82;1359.66;2.51;56.68;CHIST
7000;1627.29;1354.7;2.51;56.68;CHIST
7000;1630.76;1349.74;1.78;52.35;CHIST
7000;1634.06;1345.03;1.78;52.35;CHIST
7000;1637.36;1340.32;1.36;42.96;CHIST
7000;1641.9;1333.83;1.4;40.02;CHIST
7300;1327.5;1418.38;0.8;65.31;CNEW
7300;1324.57;1413.31;0.8;65.31;CNEW
7300;1321.99;1408.83;1.76;61.36;CNEW
7300;1317.33;1400.76;2.43;62.67;CNEW
7300;1314.73;1396.25;2.43;62.67;CNEW
7300;1312.13;1391.75;1.42;56.72;CNEW
7300;1308.66;1385.75;1.38;52.02;CNEW
7300;1305.2;1379.76;0.47;40.57;CNEW
7300;1302.16;1374.49;0.47;40.57;CNEW
7300;1299.13;1369.23;0.62;40.37;CNEW
7300;1295.35;1362.69;0.47;39.02;CNEW
7300;1292.14;1357.13;0.39;37.03;CNEW
7300;1287.7;1349.44;2.89;42.95;CNEW
7300;1282.7;1340.78;1.43;42.31;CNEW
7300;1279.44;1335.13;0.88;42.08;CNEW
7300;1277.09;1331.06;1.27;44.17;CNEW
7300;1273.18;1324.29;3.28;45.47;CNEW
7099.37;1501.04;1436.26;1.05;64.93;CHIST
7099.37;1505.48;1429.91;0.35;64.74;CHIST
7099.37;1511.22;1421.72;0.52;64.78;CHIST
7099.37;1514.23;1417.42;0.53;64.78;CHIST
7099.37;1517.24;1413.12;0.74;51.84;CHIST
7099.37;1521.49;1407.05;0.33;45.46;CHIST
7099.37;1525.73;1400.99;0.15;44.76;CHIST
7099.37;1531.47;1392.8;0.34;41.22;CHIST
7099.37;1537.2;1384.61;1.01;38.68;CHIST
7099.37;1542.94;1376.42;1.13;41.15;CHIST
7099.37;1545.92;1372.16;1.13;41.15;CHIST
7099.37;1548.9;1367.9;1.72;39.78;CHIST
7099.37;1553.23;1361.71;1.63;38.95;CHIST
7099.37;1555.61;1358.32;0.85;67.38;CHIST
7099.37;1559.4;1352.91;3;40.02;CHIST
7099.37;1565.13;1344.72;1.42;42.59;CHIST
7099.37;1570.87;1336.53;0.76;44.96;CHIST
7099.37;1575;1330.63;0.64;42.35;CHIST
7097.56;1563.41;1446.37;1.48;65.33;CHIST
7097.56;1568.08;1439.69;1.04;67.61;CHIST
7097.56;1573.82;1431.5;1.35;66.91;CHIST
7097.56;1578.91;1424.23;1.74;62.85;CHIST
7097.56;1583.87;1417.15;1.06;61.75;CHIST
7097.56;1589.48;1409.14;0.32;51.06;CHIST
7097.56;595.21;1400.95;0.21;41.99;CHIST
7097.56;1598.68;1395.99;0.21;41.99;CHIST
7097.56;1602.15;1391.04;0.23;38.23;CHIST
7097.56;1605.28;1386.57;0.23;38.23;CHIST
7097.56;1608.4;1382.11;1.46;48.87;CHIST
7097.56;1614.14;1373.92;1.12;51.23;CHIST
7097.56;1619.88;1365.73;1.21;47.13;CHIST
7097.56;1624.29;1359.42;1.28;45.08;CHIST
6800.29;1384.85;1355.14;3.58;61.32;CNEW
6800.29;1390.58;1346.95;3.1;61.96;CNEW
6800.29;1393.8;1342.36;3.08;61.98;CNEW
6800.29;1395.12;1340.48;1.66;65.86;CNEW
6800.29;1399.33;1334.46;1.79;54.28;CNEW
6800.29;1404.01;1327.78;0.32;45.46;CNEW
6800.29;1408.7;1321.09;0.83;52.78;CNEW
6800.29;1411.76;1316.7;0.55;66.32;CNEW
6800.29;1415.88;1310.83;1.46;47.23;CNEW
6800.29;1421.61;1302.63;1.04;42.71;CHIST
6800.29;1427.35;1294.44;0.56;41.22;CHIST
6800.29;1431.67;1288.28;0.17;40.91;CHIST
6799.99;1465.95;1387.72;6.78;59.39;CHIST
6799.99;1469.83;1382.19;1.24;62.42;CHIST
6799.99;1475.56;1374;1;67.04;CHIST
6799.99;1481.04;1366.18;1.32;66.55;CHIST
